,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch
92,405,290,6,5,42,684,1,3,2,1,4,0,6,2,2,0,5,5,5,32,0,2,0,13,14,2,0,1,2,0,3,3,1,4,230,1,0,210,104,1,4,1,3,61,186,0,1,0,1,0,2,1,2,4,6,1,5,90,1,1,124,3,3,1,0,0,0,0,65
93,508,162,10,5,68,1269,1,3,3,1,4,0,7,2,2,2,2,3,3,58,5,1,0,12,13,1,210,1,2,1,3,3,1,5,55,1,0,913,706,1,2,0,1,678,0,0,0,0,2,0,4,2,1,6,6,0,6,100,0,0,0,0,0,2,0,0,0,0,0
94,580,381,13,2,126,61,1,3,3,1,4,0,24,2,2,4,5,5,4,103,50,1,0,8,8,1,337,2,2,2,4,3,1,6,207,1,0,334,172,1,4,1,3,121,268,0,0,0,2,1,2,1,3,2,6,0,5,89,1,2,179,3,3,2,0,23,0,0,0
95,452,305,8,5,101,894,1,3,3,1,0,0,15,2,2,0,7,4,5,59,6,3,0,13,14,1,211,1,2,1,3,3,3,4,462,3,98,60,412,1,4,1,3,629,0,0,1,0,1,0,3,1,2,4,6,1,2,45,2,1,72,3,3,2,145,0,0,0,23
96,115,99,0,5,46,311,1,3,3,1,0,0,15,1,2,0,2,4,5,64,11,1,0,3,14,2,0,1,2,3,0,0,0,0,0,0,0,0,0,1,3,1,3,248,0,0,0,0,1,0,3,1,2,5,6,0,1,50,3,1,72,3,3,2,0,0,0,0,0
97,13,63,14,6,0,9,1,3,3,1,4,0,13,2,2,3,6,3,7,73,52,1,0,5,5,2,0,1,3,1,4,3,3,6,336,1,0,74,98,1,2,1,3,46,0,0,1,0,1,0,1,1,3,1,6,0,1,59,1,1,61,3,3,2,0,0,0,0,0
98,501,375,8,5,77,723,1,2,3,1,0,0,15,2,2,0,7,5,4,65,12,1,4,9,9,1,238,1,2,1,4,3,4,6,222,1,0,601,449,1,3,1,3,672,0,0,0,1,1,0,3,1,2,4,6,1,2,51,2,1,69,3,3,2,36,97,0,0,0
99,337,539,11,5,37,100,1,2,3,1,1,0,9,2,2,4,2,7,4,84,31,1,0,13,9,2,0,2,2,1,4,3,4,6,673,1,0,211,550,1,2,1,3,518,0,0,1,0,1,0,1,1,3,2,6,2,1,70,3,2,219,3,3,2,90,67,0,0,0
100,490,535,0,5,46,634,1,3,3,1,4,0,5,2,2,0,2,6,4,100,48,1,0,12,13,1,157,2,2,2,4,3,3,6,759,1,0,247,689,1,4,1,3,660,0,0,1,0,2,0,3,1,3,5,6,1,1,86,1,2,243,3,3,2,34,0,0,0,21
101,723,589,0,5,50,892,1,3,3,1,4,0,14,2,2,0,2,3,4,94,41,1,0,6,6,2,0,1,2,2,4,3,1,5,859,1,0,239,846,1,3,1,3,856,0,0,1,0,2,0,3,1,2,4,6,1,1,80,1,2,171,3,3,2,321,106,0,0,0
102,117,226,0,5,46,1420,1,3,3,1,4,0,15,2,2,0,2,4,6,59,50,3,0,13,14,2,0,1,2,1,4,3,1,3,228,1,0,465,302,1,2,1,3,251,0,0,0,0,1,0,2,1,2,2,6,0,1,45,1,1,38,3,3,2,209,0,85,0,0
103,1116,849,0,5,61,1120,1,3,3,1,0,0,24,4,4,0,2,8,4,108,56,3,0,12,13,3,147,3,2,2,5,3,4,6,919,1,0,242,972,1,4,1,3,1010,0,0,1,0,2,0,2,1,4,7,6,2,1,94,3,3,455,3,3,2,39,188,0,0,0
104,894,619,5,5,126,1733,1,1,0,1,0,1,4,1,2,0,5,5,4,95,42,1,0,6,6,2,0,2,2,2,4,3,3,6,687,1,0,502,795,1,4,1,3,389,355,0,1,0,2,1,3,1,3,7,6,2,1,81,3,2,235,3,3,2,169,191,0,0,0
105,135,322,0,5,126,1360,1,2,3,1,1,0,15,2,2,0,2,5,7,63,48,3,0,8,8,2,0,1,3,1,3,3,2,4,322,1,0,385,328,1,2,1,3,279,0,0,0,0,1,0,2,1,2,3,6,0,1,49,2,1,73,3,3,2,0,0,0,0,0
106,13,32,14,6,0,1,1,3,3,1,4,0,13,2,2,3,6,3,5,73,20,1,0,5,5,2,0,1,2,1,4,3,3,6,341,1,0,67,98,1,2,1,3,46,0,0,1,0,1,0,1,1,2,1,6,0,6,100,0,0,0,0,0,2,0,0,0,0,0
107,13,36,14,6,0,6,1,3,3,1,4,0,13,2,2,4,6,3,5,75,22,1,0,5,5,2,0,1,2,1,4,3,3,2,63,6,158,0,98,1,4,1,3,46,0,0,1,0,1,0,1,1,2,1,6,0,6,100,0,0,0,0,0,2,58,15,0,0,0
108,1053,854,0,5,35,1619,1,1,3,1,1,0,19,2,2,0,2,9,4,110,57,3,0,5,5,1,402,3,2,2,5,3,3,6,905,1,0,532,966,1,4,1,3,998,0,0,2,0,2,1,2,1,4,5,6,1,1,96,3,3,562,3,3,2,146,21,0,0,0
109,560,771,11,6,126,849,1,2,3,1,4,0,10,2,2,4,2,6,4,101,48,1,0,13,14,1,184,2,2,2,4,3,1,6,756,5,16,269,748,1,4,1,3,721,0,0,1,0,1,1,1,1,3,3,6,1,1,87,3,1,61,3,3,2,0,0,0,0,0
110,335,127,4,5,48,1029,1,2,3,1,4,0,4,2,2,0,0,4,2,23,0,1,0,13,14,2,0,1,2,0,4,2,1,1,0,1,0,572,127,1,3,0,3,90,91,0,0,0,1,1,3,1,0,4,3,0,5,8,1,1,5,2,2,0,0,0,142,0,0
111,759,404,13,2,2,53,1,3,3,1,4,0,24,2,2,3,5,7,4,102,50,1,0,8,8,1,316,2,2,2,4,3,1,6,441,1,0,262,337,1,4,1,3,302,268,0,1,0,2,1,3,1,3,5,6,0,1,88,3,2,215,3,3,2,73,0,0,0,0
112,949,452,5,5,56,983,1,3,3,1,4,0,17,2,2,0,5,6,5,83,38,1,0,6,6,1,216,1,2,1,4,3,2,1,0,1,0,609,159,1,2,1,3,556,275,0,0,0,2,1,3,1,2,5,5,1,1,69,1,2,224,3,3,2,12,62,0,0,0
113,749,747,0,5,55,772,1,3,3,1,4,0,24,2,2,0,2,6,4,110,57,3,0,5,5,3,153,3,2,2,5,3,1,6,766,1,0,506,869,1,4,1,3,880,0,0,1,0,2,0,3,1,4,6,6,1,1,96,3,3,449,3,3,2,125,124,0,0,93
114,793,376,5,5,56,983,1,3,3,1,4,0,17,2,2,0,5,5,4,75,22,1,0,12,13,2,223,1,2,1,3,3,1,3,127,1,0,409,155,1,3,1,3,329,282,0,1,0,1,2,4,1,2,6,4,1,1,61,2,2,219,3,3,2,104,0,0,0,38
115,204,192,0,5,56,1447,1,3,2,1,4,0,15,2,2,0,2,4,5,58,5,1,0,6,6,2,0,1,2,1,3,3,1,3,60,4,239,0,410,1,3,1,3,369,0,0,1,0,1,1,3,1,2,4,6,0,1,44,3,1,72,3,3,2,0,0,0,0,0
116,1136,354,6,6,36,1064,1,3,2,1,4,0,20,2,2,0,5,6,7,6,48,1,0,13,13,2,0,1,3,0,3,3,1,1,0,1,0,592,146,1,4,1,3,779,419,0,0,0,1,1,3,1,2,6,6,0,5,85,1,2,400,3,3,1,0,38,79,0,0
117,401,436,0,5,126,279,1,2,3,1,4,0,26,2,2,0,2,7,4,104,51,1,0,12,13,1,53,2,2,2,5,3,2,6,130,1,0,793,582,1,4,1,3,585,0,0,0,0,2,0,2,1,3,3,6,0,1,90,1,2,206,3,3,2,205,19,0,0,0
118,398,358,4,5,105,816,1,2,1,1,4,0,6,2,2,0,0,4,6,45,0,1,0,8,8,2,0,2,3,0,3,2,1,3,268,1,0,242,152,1,4,1,3,296,27,0,1,0,1,1,2,1,2,5,4,2,5,30,1,1,41,3,3,2,0,60,0,0,0
119,103,133,0,5,53,602,1,2,3,1,4,0,15,2,2,0,2,3,5,60,7,3,0,8,8,2,0,1,2,1,3,3,1,3,159,1,0,519,284,1,4,1,3,233,0,0,0,0,1,0,3,1,2,3,6,0,5,53,1,1,110,3,3,2,0,0,0,0,0
120,184,326,9,5,126,425,1,2,3,1,1,0,22,2,2,0,6,5,7,81,28,1,0,6,6,0,19,1,2,1,4,3,4,5,285,1,0,0,37,1,4,1,3,348,0,0,0,1,1,0,3,1,2,4,6,1,2,67,3,2,237,3,3,2,252,0,0,0,0
121,189,227,0,5,70,1703,1,3,1,1,4,1,14,2,2,0,2,3,4,66,13,1,0,6,9,2,0,1,2,2,3,3,4,5,427,1,0,361,418,1,3,1,3,354,0,0,1,0,1,0,3,1,2,3,6,0,1,52,1,2,362,3,3,2,0,0,0,0,0
122,632,451,5,5,50,414,1,2,3,1,4,0,23,2,2,0,5,6,4,108,55,1,0,12,13,1,62,2,2,2,4,3,1,1,0,1,0,645,191,1,4,1,3,170,266,0,0,0,2,1,3,1,3,5,6,0,1,94,2,2,185,3,3,2,62,66,0,0,0
123,439,200,6,6,36,296,1,3,3,1,4,0,11,2,2,0,5,5,6,20,56,1,0,13,14,2,0,1,2,2,3,3,1,1,0,1,0,570,125,1,2,1,3,125,146,0,0,0,1,1,3,1,3,5,6,0,6,100,0,0,0,0,0,2,93,0,60,0,0
124,1047,851,0,5,67,1227,1,3,3,1,4,0,5,2,2,0,2,8,4,111,58,3,0,12,13,3,348,2,2,2,4,3,4,6,918,1,0,138,965,1,4,1,3,996,0,0,1,0,2,0,3,1,4,5,6,2,1,97,2,3,567,4,3,2,0,0,33,0,87
125,282,270,0,5,36,1193,1,3,3,1,4,0,15,2,2,0,2,4,8,56,56,1,0,12,8,2,0,1,4,1,3,3,1,4,253,1,0,381,257,1,3,1,3,456,0,0,0,0,1,1,3,1,4,4,6,0,5,51,1,1,100,3,3,2,35,0,0,0,0
126,52,143,0,5,26,185,1,3,3,1,4,0,3,6,1,0,2,4,7,61,50,1,0,12,13,2,0,1,2,1,3,3,1,4,63,5,136,200,210,1,4,1,3,151,0,0,0,0,1,0,2,1,2,3,6,0,5,52,1,1,79,3,3,0,99,0,0,0,0
127,197,47,4,1,28,183,1,3,3,1,0,0,11,1,2,0,0,3,6,17,50,1,0,9,9,2,0,1,2,2,1,3,1,1,0,1,0,293,17,1,2,0,0,60,43,0,0,0,1,0,2,1,2,3,6,0,5,4,1,1,11,1,2,0,0,0,0,0,0
128,243,239,0,5,66,996,1,2,3,1,0,0,15,2,2,0,2,5,5,60,7,3,0,9,9,3,101,1,2,1,3,3,1,3,359,1,0,471,453,1,3,1,0,414,0,0,0,0,1,0,3,1,2,3,6,0,5,46,1,1,79,3,3,2,0,0,0,0,0
129,714,488,0,5,41,504,1,3,3,1,4,0,23,2,2,0,2,5,4,97,48,1,0,6,6,1,200,1,2,2,4,3,1,6,772,1,0,214,683,1,4,1,3,848,0,0,1,0,2,0,3,1,3,5,6,1,1,83,2,2,300,3,3,2,176,32,0,0,0
130,508,599,0,5,58,1131,1,2,3,1,4,0,26,2,2,0,2,7,4,106,53,3,0,12,13,1,154,2,2,2,5,3,3,6,715,1,0,334,700,1,4,1,3,678,0,0,1,0,2,0,3,1,3,5,6,1,1,92,3,2,203,3,3,2,139,83,0,0,0
131,392,149,0,5,126,1130,1,2,3,1,1,0,7,2,2,0,2,4,2,67,14,1,0,13,14,2,0,1,1,1,3,3,2,1,0,1,0,891,567,1,4,1,3,575,0,0,0,0,2,0,3,1,2,3,6,0,5,53,1,2,237,3,2,0,0,129,0,0,0
132,1048,661,0,5,115,1664,1,3,3,1,4,0,26,2,2,0,2,5,7,61,45,3,0,6,6,1,412,1,3,1,3,3,1,1,0,1,0,492,80,1,3,1,3,997,0,0,0,0,2,1,4,1,3,5,6,1,1,47,2,2,197,3,3,2,219,0,0,0,31
133,648,159,4,5,36,1096,1,3,3,1,4,0,7,2,2,0,0,4,4,46,10,1,0,13,14,2,0,1,2,1,3,3,1,2,253,4,140,110,350,1,4,1,3,303,171,0,0,0,2,0,3,1,2,4,4,0,5,66,1,2,367,3,3,2,0,58,0,0,0
134,880,545,5,5,46,633,1,3,3,1,4,0,5,2,2,0,5,6,4,106,53,1,0,12,13,2,0,2,2,2,4,3,1,6,445,1,0,266,345,1,4,1,3,310,402,0,1,0,2,1,3,1,3,5,6,1,1,92,2,2,331,3,3,2,0,106,0,0,0
135,698,540,5,5,19,1038,1,1,3,1,1,0,5,4,2,0,5,6,5,99,46,1,0,12,13,2,0,2,2,2,4,3,3,6,236,5,114,36,202,1,4,1,3,166,325,0,1,0,2,1,3,1,3,4,6,1,1,85,2,2,278,3,3,2,113,51,0,0,0
136,814,516,6,5,45,1219,1,2,2,1,4,0,3,2,2,0,5,5,6,30,46,2,0,2,12,2,0,1,2,0,3,3,1,1,0,1,0,693,243,2,2,0,3,333,306,0,0,0,1,0,2,1,2,7,6,1,5,33,1,1,31,2,3,2,11,27,16,0,0
137,550,454,5,5,51,704,1,2,3,1,4,0,8,2,2,0,5,6,4,109,56,1,0,12,13,2,0,2,2,2,4,3,1,1,0,1,0,609,159,1,4,1,3,99,266,0,0,0,2,1,3,1,3,6,6,0,1,95,3,2,179,3,3,2,62,23,0,0,0
138,373,384,0,5,61,1028,1,3,3,1,4,0,15,2,2,0,2,6,4,73,20,0,4,9,9,2,0,1,3,1,3,4,4,6,545,1,0,420,590,1,2,1,3,556,0,0,1,0,1,0,2,1,2,3,6,1,1,59,1,2,257,3,3,2,0,0,0,0,57
139,200,256,0,5,46,561,1,3,3,1,4,0,15,1,2,0,2,4,4,71,18,3,0,6,6,1,123,1,2,1,3,3,3,4,708,1,0,15,406,1,3,1,3,365,0,0,1,0,1,1,3,1,2,3,6,0,1,57,2,1,63,3,3,2,284,0,0,0,0
140,331,108,0,5,43,664,1,3,3,1,4,0,7,2,2,0,2,3,4,54,1,1,0,13,14,2,0,1,2,1,2,2,1,2,590,1,0,0,233,1,2,1,1,512,0,0,0,0,1,0,2,1,2,4,6,0,5,40,1,2,142,3,3,2,0,0,0,0,0
141,337,505,0,5,70,984,1,2,3,1,0,0,5,2,2,0,2,6,4,112,59,1,0,12,13,2,0,1,2,2,4,3,1,1,0,1,0,881,550,1,4,1,3,518,0,0,0,0,2,0,3,1,3,4,6,0,1,98,2,3,422,3,3,2,0,27,0,0,0
142,738,290,10,5,46,558,1,3,3,1,0,0,15,2,2,2,2,4,4,62,55,1,0,8,8,1,84,1,2,1,3,3,1,2,346,1,0,834,825,1,4,1,3,870,0,0,0,0,2,0,4,2,2,6,6,0,1,94,3,2,312,3,3,2,218,44,0,0,0
143,870,567,5,5,56,906,1,2,3,1,4,0,23,2,2,0,5,7,4,95,42,1,0,6,6,2,0,2,2,2,4,3,2,6,556,1,0,77,285,1,4,1,3,250,426,0,1,0,2,1,3,1,3,6,6,1,1,81,3,2,239,3,3,2,77,132,0,0,0
144,84,197,0,5,46,561,1,3,3,1,0,0,15,2,2,0,2,3,4,73,20,1,0,9,9,2,0,1,2,1,3,3,1,5,568,3,18,0,268,1,2,1,3,210,0,0,1,0,1,0,2,1,2,2,6,0,1,59,3,2,256,3,3,2,192,0,0,0,0
145,835,508,5,5,71,1433,1,2,3,1,0,0,5,2,2,0,5,6,4,105,52,1,0,12,13,2,0,2,2,2,4,3,1,6,483,1,0,163,292,1,4,1,3,244,403,0,1,0,2,1,3,1,3,6,6,0,3,91,2,2,226,3,3,2,102,79,0,0,0
146,696,701,11,5,16,208,1,2,3,1,4,0,25,2,2,4,2,7,4,103,50,1,0,5,5,2,0,2,2,2,4,3,1,6,780,1,0,283,747,1,4,1,3,835,0,0,1,0,2,0,2,1,4,3,6,1,1,89,3,2,233,3,3,2,165,49,0,0,0
147,467,290,0,5,41,393,1,3,3,1,4,0,15,2,2,0,2,4,6,70,25,3,0,8,8,2,0,1,2,1,3,3,2,5,224,3,28,387,314,1,2,1,3,642,0,0,1,0,1,0,3,1,2,4,6,1,1,63,2,1,72,3,3,2,0,0,138,0,0
148,911,757,0,5,56,981,1,3,3,1,4,0,5,2,2,0,2,7,4,106,53,3,0,5,5,1,244,2,2,2,4,3,1,6,904,1,0,238,936,1,4,1,3,956,0,0,1,0,2,1,3,1,3,6,6,1,1,92,2,3,489,3,3,2,142,16,0,0,0
149,392,297,4,5,27,289,1,3,1,1,4,0,6,2,2,0,0,5,6,27,55,1,0,13,14,2,0,1,2,0,3,3,1,4,42,1,0,452,108,1,3,1,3,114,117,0,0,0,2,0,2,1,2,6,6,1,5,83,1,1,31,3,3,1,169,0,93,0,0
150,27,64,4,5,36,312,1,3,3,1,0,0,20,2,2,0,0,3,7,11,48,1,0,8,8,2,0,1,3,0,2,2,1,1,0,1,0,374,36,1,4,1,3,6,15,0,0,0,1,0,1,1,1,3,6,0,1,1,1,1,56,2,3,2,0,0,33,0,0
151,442,545,11,5,23,299,1,2,3,1,4,0,19,2,2,4,2,5,4,108,55,1,0,12,13,3,185,2,2,2,4,3,3,5,590,1,0,439,645,1,4,1,3,618,0,0,0,0,2,0,2,1,3,4,6,1,1,94,2,2,219,3,3,2,146,27,0,0,0
152,665,671,0,5,65,1330,1,3,3,1,0,0,18,2,2,0,2,7,4,97,45,1,0,7,7,2,0,2,2,2,4,3,1,6,879,1,0,120,823,1,4,1,3,812,0,0,1,0,2,0,2,1,3,3,6,1,1,83,2,3,434,3,3,2,0,101,107,0,0
153,346,560,11,5,1,1108,1,1,3,1,1,0,27,2,2,4,2,7,4,98,45,3,0,3,3,2,0,2,2,2,4,3,4,2,370,6,202,0,552,1,4,1,3,527,0,0,1,0,1,1,1,1,3,2,6,1,1,84,3,2,212,3,3,2,126,15,0,0,0
154,216,305,14,6,11,92,1,3,3,1,4,0,7,2,2,4,7,5,4,108,55,1,0,12,13,1,49,1,2,2,4,3,4,6,293,1,0,50,66,1,4,1,3,383,0,0,1,0,1,0,2,1,2,3,6,0,2,94,2,2,256,3,3,2,0,19,0,0,0
155,86,146,3,6,27,237,1,3,3,1,4,0,3,2,2,0,1,4,6,44,0,1,0,0,0,2,0,2,2,0,3,3,1,1,0,1,0,718,270,1,4,1,3,212,0,0,0,0,1,0,2,1,2,3,6,0,5,29,1,1,31,3,3,2,0,0,74,0,0
156,477,361,5,5,48,342,1,3,3,1,4,0,7,2,2,0,5,5,6,79,51,3,0,9,9,2,0,1,2,1,3,3,3,5,159,1,0,328,125,1,2,1,3,67,239,0,0,0,1,1,3,1,2,4,6,1,1,65,3,2,179,3,3,2,0,0,0,0,0
157,124,290,10,5,51,604,1,2,3,1,4,0,15,2,2,2,6,4,6,81,28,1,0,9,9,1,86,1,3,1,4,3,3,6,660,1,0,0,312,1,3,1,3,262,0,0,1,0,1,0,2,1,3,2,6,0,1,67,1,2,289,3,3,2,0,30,0,0,0
158,383,634,11,5,14,1540,1,1,3,1,4,0,27,2,2,4,2,7,4,99,46,1,0,3,3,2,0,2,2,2,4,3,1,6,553,1,0,399,576,1,4,1,3,567,0,0,1,0,1,1,1,1,4,2,6,2,1,85,3,2,234,3,3,2,77,21,0,0,80
159,164,230,0,5,41,1105,1,3,3,1,4,0,15,2,2,0,2,4,4,59,6,3,0,13,14,2,0,1,2,1,3,3,1,2,313,1,0,435,368,1,4,1,3,323,0,0,0,0,1,0,2,1,2,4,6,1,1,45,1,1,89,3,3,2,0,0,0,0,100
160,728,502,0,5,126,1672,1,2,2,1,0,0,6,2,2,0,2,6,4,74,21,1,0,9,9,1,373,1,2,1,4,3,1,3,273,1,0,897,853,1,4,1,3,860,0,0,0,0,2,0,3,1,2,5,6,2,1,60,3,2,345,3,3,2,0,130,0,0,0
161,595,524,0,5,94,1459,1,2,3,1,0,0,5,2,2,0,2,6,4,104,52,1,0,12,13,1,108,2,2,2,4,3,1,1,0,1,0,986,771,1,4,1,3,751,0,0,0,0,2,0,3,1,3,4,6,1,1,90,2,3,485,3,3,2,335,69,0,0,0
162,1027,715,5,5,64,1121,1,3,3,1,4,0,18,2,2,0,5,7,4,95,43,1,0,6,6,1,134,2,2,2,4,3,1,6,769,1,0,206,671,1,4,1,3,650,315,0,1,0,2,1,4,1,3,5,6,1,1,81,2,3,405,3,3,2,151,21,0,0,0
163,376,412,9,5,126,909,1,2,3,1,4,0,15,2,2,0,6,4,5,69,16,1,0,6,6,1,54,1,2,1,3,3,3,6,403,1,0,143,196,1,4,1,3,559,0,0,0,1,2,0,3,1,2,4,6,1,2,55,3,2,171,3,3,2,96,30,0,0,0
164,850,358,10,5,51,535,1,3,3,1,4,0,23,2,2,2,5,5,6,84,31,1,0,13,15,2,0,1,2,3,0,0,0,0,0,0,0,0,0,1,2,1,3,285,388,0,0,0,2,0,4,2,2,6,6,2,1,70,1,2,333,3,3,2,0,0,0,0,0
165,1189,691,5,5,126,1290,1,2,3,1,0,0,17,4,2,0,5,5,6,80,45,1,0,6,6,1,302,1,3,1,4,4,1,5,627,1,0,364,624,1,2,1,3,752,554,0,1,0,2,1,4,1,2,9,6,1,1,66,3,2,339,3,3,2,355,218,0,0,0
166,476,153,15,1,26,690,1,3,3,1,4,0,11,2,2,1,0,4,5,54,1,1,0,14,15,2,0,0,1,1,3,3,2,1,0,1,0,551,111,1,2,0,3,373,28,0,0,0,2,0,4,2,2,6,4,0,6,100,0,0,0,0,0,2,0,0,0,0,0
167,265,233,4,6,26,233,1,3,3,1,4,0,3,2,2,0,0,5,6,44,0,1,0,8,8,2,0,1,2,0,3,4,1,4,286,2,2,101,86,1,2,1,3,37,106,0,1,0,1,0,2,1,2,3,6,0,5,29,1,1,31,3,3,2,0,0,67,0,0
168,97,39,1,6,36,282,1,3,3,1,4,0,20,2,2,0,2,4,5,17,0,4,0,8,8,2,0,1,2,0,3,4,1,1,0,1,0,405,42,1,2,0,0,226,0,0,0,0,1,0,2,1,2,3,6,0,5,20,1,1,13,2,3,1,0,0,47,0,0
169,65,140,1,6,26,207,1,3,3,1,4,0,20,2,2,0,2,4,6,31,0,1,0,8,12,2,0,1,2,0,3,2,1,1,0,1,0,689,239,1,2,1,3,179,0,0,0,0,1,0,2,1,2,3,6,0,5,15,1,1,21,3,3,0,25,69,65,0,0
170,1085,276,4,5,36,985,1,3,3,1,4,0,20,2,2,0,0,3,4,21,0,1,0,8,8,2,0,1,2,0,3,3,1,1,0,1,0,914,614,1,2,1,3,586,0,29,0,0,2,0,3,1,3,6,4,1,5,43,1,2,259,3,3,2,0,0,166,0,0
171,282,194,4,6,16,200,1,3,3,1,4,0,11,2,2,0,0,3,7,28,57,1,0,12,13,2,0,1,3,0,3,3,1,4,510,1,0,33,199,1,3,1,3,141,35,0,1,0,1,0,3,1,3,5,6,0,5,12,1,1,31,3,3,0,0,84,0,0,0
172,74,194,0,5,36,274,1,3,3,1,4,0,15,4,2,0,2,4,4,65,12,3,0,13,14,2,0,1,2,1,3,3,1,5,40,4,145,253,257,1,3,1,3,194,0,0,0,0,1,0,2,1,2,3,6,0,5,51,1,1,67,3,3,2,33,0,0,0,0
173,978,836,0,5,25,1674,1,1,3,1,1,0,24,6,2,0,2,7,4,108,56,1,0,12,13,2,0,2,2,2,5,3,2,6,907,1,0,293,951,1,4,1,3,979,0,0,1,0,1,1,1,1,4,6,6,1,1,94,3,3,560,3,3,2,146,214,0,0,0
174,298,172,0,5,49,1581,1,3,1,1,4,0,7,2,2,0,2,4,3,72,19,1,0,6,9,2,0,1,2,1,4,3,2,5,598,1,0,270,510,1,2,1,3,476,0,0,1,0,1,0,2,1,2,3,6,0,1,58,1,1,117,3,3,2,0,80,0,0,17
176,667,583,0,5,56,886,1,3,3,1,4,0,23,2,2,0,2,6,4,97,44,1,0,6,6,1,194,2,2,2,4,3,1,6,825,1,0,272,808,1,4,1,3,814,0,0,1,0,2,1,3,1,3,5,6,1,1,83,2,2,265,3,3,2,319,30,0,0,0
177,745,668,0,5,35,1023,1,2,3,1,4,0,18,2,2,0,2,6,4,99,46,3,0,12,13,1,254,2,2,2,4,3,1,6,644,1,0,658,866,1,4,1,3,876,0,0,1,0,2,0,3,1,3,5,6,1,1,85,3,2,258,3,3,2,192,46,84,0,0
178,344,239,0,5,41,310,1,3,3,1,4,0,22,1,2,0,2,4,6,64,44,1,0,6,9,2,0,1,2,1,3,3,1,4,296,1,0,373,288,1,2,1,3,525,0,0,0,0,1,0,3,1,2,4,6,1,1,50,1,1,63,3,3,2,0,0,0,0,0
179,647,414,5,5,41,336,1,3,3,1,4,0,23,2,2,0,5,5,4,95,42,1,0,12,13,2,0,2,3,2,4,3,1,5,238,1,0,309,175,1,4,1,3,152,294,0,0,0,2,1,3,1,3,5,6,0,1,81,2,2,219,3,3,2,0,110,0,0,0
180,486,54,0,5,61,1248,1,3,3,1,4,0,17,2,2,0,2,6,4,80,27,3,0,9,9,1,157,1,3,1,3,3,1,5,581,1,0,475,669,1,2,1,3,656,0,0,0,0,2,0,3,1,2,4,6,1,1,66,3,2,273,3,3,2,146,0,0,0,0
181,121,43,2,6,26,709,1,3,3,1,4,0,3,6,1,0,2,4,5,36,10,1,0,12,13,2,0,1,2,0,3,3,1,1,0,1,0,613,163,1,2,1,0,128,0,8,0,0,1,0,2,1,2,2,6,0,5,77,1,1,79,3,3,1,0,0,0,0,0
182,975,528,13,5,126,174,1,2,3,1,1,0,25,2,2,4,5,6,4,87,34,1,0,6,6,2,0,2,2,1,4,3,2,6,585,2,65,132,521,1,3,1,3,488,376,0,1,0,2,0,3,1,3,4,5,1,1,73,3,2,302,3,3,2,171,0,0,0,0
183,95,153,0,5,62,613,1,2,3,1,4,0,22,2,2,0,2,4,4,71,18,1,0,6,6,1,56,1,2,1,3,3,2,3,70,4,102,351,264,1,2,1,3,224,0,0,0,0,1,0,3,1,2,3,6,0,1,57,2,1,46,3,3,2,0,0,0,0,0
184,693,645,0,2,60,1115,1,3,3,1,4,0,24,2,2,0,2,7,4,109,56,1,0,12,13,2,0,2,2,2,4,3,3,6,4,1,0,1016,836,1,4,1,3,832,0,0,0,0,2,0,3,1,3,5,6,0,1,95,2,3,473,3,3,2,0,130,0,0,0
185,159,371,0,5,63,1392,1,3,0,1,4,1,4,2,2,0,2,4,5,66,13,0,4,14,15,2,0,1,2,1,4,3,3,3,39,5,229,22,363,1,4,1,3,318,0,0,1,0,1,0,1,1,2,2,6,2,1,82,1,2,300,3,3,2,190,0,82,0,0
186,1115,567,4,6,66,1717,1,0,3,1,4,0,20,6,1,0,0,5,4,65,12,1,0,3,14,2,0,1,2,1,3,3,1,1,0,1,0,1001,805,1,2,1,3,801,356,0,0,0,2,0,5,1,2,6,6,1,5,51,1,2,301,3,3,2,0,0,0,0,0
187,237,239,0,5,126,372,1,2,3,1,4,0,15,2,2,0,2,4,6,58,5,3,0,13,14,1,109,1,2,1,3,3,1,5,632,1,0,148,448,1,2,1,3,407,0,0,1,0,1,0,3,1,2,4,6,0,1,44,1,1,43,3,3,2,0,0,0,0,0
188,189,231,0,5,46,399,1,3,3,1,4,0,15,2,2,0,2,4,4,62,9,1,0,3,14,2,0,1,2,1,3,3,1,2,220,1,0,559,395,1,2,1,0,354,0,0,0,0,1,0,3,1,2,4,6,0,1,48,2,1,61,3,3,2,96,0,144,0,0
